ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
4145,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,PUT,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/name1/email,401,Unauthorized,22,156,69
4146,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,50,146,92
4147,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,PUT,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/name1/password,401,Unauthorized,25,156,47
4148,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,28,146,74
4149,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,21,156,47
4150,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,PUT,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/name1/email,401,Unauthorized,21,156,69
4151,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,26,146,74
4152,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,117,156,47
4153,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,PUT,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/name1/password,401,Unauthorized,119,156,47
4154,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,PUT,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/name1/email,401,Unauthorized,116,156,69
4155,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,99,146,74
4156,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,134,146,92
4157,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,24,156,47
4158,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,24,146,74
4159,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,21,156,47
4160,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,74
4161,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,50,146,92
4162,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,22,156,47
4163,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,27,146,74
4164,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,31,156,47
4165,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,55,146,92
4166,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,36,146,74
4167,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,22,156,47
4168,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,21,156,47
4169,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,24,146,74
4170,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,22,156,47
4171,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,57,146,92
4172,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,25,146,74
4173,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,25,156,47
4174,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,74
4175,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,23,156,47
4176,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,56,146,92
4177,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:46 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,41,146,74
4178,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,32,156,47
4179,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,26,156,47
4180,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,56,146,92
4181,Sun Oct 13 12:32:46 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,59,146,74
4182,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,29,156,47
4183,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,25,156,47
4184,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,53,146,92
4185,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,45,146,96
4186,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,23,156,47
4187,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,26,146,96
4188,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,21,156,47
4189,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,22,146,96
4190,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,55,146,92
4191,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,22,156,47
4192,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,22,146,96
4193,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,22,156,47
4195,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,110,146,96
4196,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,129,146,92
4194,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,98,156,47
4197,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,24,156,47
4198,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,27,146,96
4199,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,96
4201,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,27,146,96
4202,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,79,146,92
4200,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,51,156,47
4203,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,26,156,47
4204,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,28,146,96
4205,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,25,156,47
4206,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,26,146,96
4207,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,55,146,92
4208,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,24,156,47
4209,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,32,146,96
4210,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,24,156,47
4211,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,55,146,92
4212,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,27,146,96
4213,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,20,156,47
4214,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,27,146,96
4215,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,29,156,47
4216,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,53,146,92
4217,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,24,146,96
4218,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,25,156,47
4219,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,31,146,96
4220,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,23,156,47
4221,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,54,146,92
4222,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,22,146,96
4223,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,20,156,47
4224,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,96
4225,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,29,156,47
4226,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,24,146,96
4227,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,49,146,92
4228,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,22,156,47
4229,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,21,156,47
4231,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,60,146,92
4230,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,26,156,47
4232,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,67,146,96
4234,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,106,156,47
4235,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,111,146,92
4233,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,104,146,96
4237,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/books/v1,401,Unauthorized,33,156,47
4236,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,32,146,96
4238,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,22,146,96
4239,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,60,146,92
4240,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,96
4241,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,48,146,92
4242,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,29,146,96
4243,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,27,146,96
4244,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,54,146,92
4245,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:47 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,26,146,96
4246,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,36,146,96
4247,Sun Oct 13 12:32:47 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,51,146,92
4248,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,24,146,96
4249,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,21,146,69
4250,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,21,146,69
4251,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,32,146,96
4252,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,21,146,69
4253,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,24,146,96
4254,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,19,146,69
4255,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,96
4256,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,20,146,69
4257,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,21,146,96
4258,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,21,146,69
4259,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,26,146,96
4260,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,23,146,69
4261,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,22,146,96
4262,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,24,146,69
4263,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/login,200,OK,23,146,96
4264,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,21,146,69
4265,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,100,146,69
4266,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,26,146,69
4267,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,21,146,69
4268,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,23,146,69
4269,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,39,146,69
4270,Sun Oct 13 12:32:48 AEDT 2024,Sun Oct 13 12:32:48 AEDT 2024,POST,https://devops-test-app.gentlemoss-81053a1b.australiaeast.azurecontainerapps.io/users/v1/register,200,OK,22,146,69
